Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1384,"GL Kelling, JQ Wilson","Broken windows",1982,"Atlantic monthly","urbanpolicy.net","https://urbanpolicy.net/wp-content/uploads/2012/11/Kelling+Wilson_1982_BrokenWindows_policing.pdf","https://scholar.google.com/scholar?cites=12554722462872897108&as_sdt=2005&sciodt=0,5&hl=en",389,"2021-09-29 11:06:12","PDF","","","",,,,,1384,35.49,692,2,39,"… Law enforcement, per se, is no answer: a gang can weaken or destroy a community by standing about in a … zuul • 7 months ago But now it is time to examine the interaction of broken windows policing, aggressive use of Terry stops and frisks and a police commissioner who …","https://urbanpolicy.net/wp-content/uploads/2012/11/Kelling+Wilson_1982_BrokenWindows_policing.pdf","https://scholar.google.com/scholar?q=related:VAYo7Y9VO64J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
16,"WM Holmes, D Bibel","Police response to domestic violence: Final report",1988,"Washington, DC: bureau of justice Statistics","ncjrs.gov","https://www.ncjrs.gov/App/abstractdb/AbstractDBDetails.aspx?id=126667","https://scholar.google.com/scholar?cites=10960842123972567425&as_sdt=2005&sciodt=0,5&hl=en",390,"2021-09-29 11:06:12","","","","",,,,,16,0.48,8,2,33,"… Abstract: Police logs were examined to learn the actual nature and extent of calls for service for different time periods during the day. Officers also completed a 1-page incident reporting form. The eight police departments varied …","","https://scholar.google.com/scholar?q=related:geGFtta7HJgJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
276,"LW Sherman","Attacking crime: Police and crime control",1992,"Crime and justice","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/449195","https://scholar.google.com/scholar?cites=12693072092478264348&as_sdt=2005&sciodt=0,5&hl=en",391,"2021-09-29 11:06:12","","10.1086/449195","","",,,,,276,9.52,276,1,29,"… commercial addresses with highly predictable crime problems, for example, a specially selected group of five Minne- apolis police officers (the Repeat Call Address Policing [RECAP] unit) was unable to develop effective ways to reduce repeat calls for service at those …","https://www.journals.uchicago.edu/doi/pdfplus/10.1086/449195","https://scholar.google.com/scholar?q=related:HFSXPNHZJrAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
8,"RC Larson","Rapid Response and Community Policing: Are They Really in Conflict?",1990,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.727.8197&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=14598914220954826060&as_sdt=2005&sciodt=0,5&hl=en",392,"2021-09-29 11:06:12","BOOK","","","",,,,,8,0.26,8,1,31,"… al., National Evaluation Program Phase One Summary Report, National Institute of Law Enforcement and Criminal Justice, 1977 … Louis, Missouri Metropolitan Police Department, 1975 … ""Evaluation of Community-Centered Team Policing Program,"" Wright State University, 1971 …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.727.8197&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:TDVptiLDmcoJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
27,"CA Cooke","Issues concerning visibility and reassurance provided by the new 'policing family'",2005,"Journal of community & applied social psychology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/casp.819","https://scholar.google.com/scholar?cites=10546713654560801946&as_sdt=2005&sciodt=0,5&hl=en",393,"2021-09-29 11:06:12","","10.1002/casp.819","","",,,,,27,1.69,27,1,16,"… Also acknowledged in the documents was the importance of the style of policing as a fac- tor in public satisfaction. The evidence of a public demand for an increased level of police presence is well documented (Jones & Newburn, 2002; Loader, 1997) …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/casp.819","https://scholar.google.com/scholar?q=related:msTbnzB0XZIJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
33,"SL Linton, JM Jennings, CA Latkin, MB Gomez, ...","Application of space-time scan statistics to describe geographic and temporal clustering of visible drug activity",2014,"Journal of Urban …","Springer","https://link.springer.com/content/pdf/10.1007/s11524-014-9890-7.pdf","https://scholar.google.com/scholar?cites=3171670694790630857&as_sdt=2005&sciodt=0,5&hl=en",394,"2021-09-29 11:06:12","","10.1007/s11524-014-9890-7","","",,,,,33,4.71,7,5,7,"… in low-income minority communities.1 Inequities in the targeting of drug-related law enforcement have partly been … Visible drug activity was measured using data on emergency and non-emergency narcotic calls for service reported to the Baltimore City Police Department via …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4199449/","https://scholar.google.com/scholar?q=related:yQ2DU7EJBCwJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
15,"SE Abbott","Evaluating the impact of a Jail Diversion Program on police officer's attitudes toward the mentally ill",2011,"","repository.library.northeastern.edu","https://repository.library.northeastern.edu/files/neu:1520/fulltext.pdf","https://scholar.google.com/scholar?cites=1717360767737092802&as_sdt=2005&sciodt=0,5&hl=en",395,"2021-09-29 11:06:12","PDF","","","",,,,,15,1.50,15,1,10,"… Police departments across the United States estimate that between 7 and 10% of calls for service involve an individual with a mental illness … (1998) surveyed 452 police officers from three of the responding law enforcement agencies; Birmingham, Alabama …","https://repository.library.northeastern.edu/files/neu:1520/fulltext.pdf","https://scholar.google.com/scholar?q=related:wlop8IRK1RcJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
24,"C Watkins, LG Mazerolle, D Rogan, ...","Technological approaches to controlling random gunfire: Results of a gunshot detection system field test",2002,"Policing: An International …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/13639510210429400/full/html","https://scholar.google.com/scholar?cites=7396454989114069264&as_sdt=2005&sciodt=0,5&hl=en",396,"2021-09-29 11:06:12","","10.1108/13639510210429400","","",,,,,24,1.26,6,4,19,"… Law enforcement could embrace a similar approach with gunshot location technology … Certainly, if these forms of surveillance become commonplace in police departments in the USA, it can … For now, however, programs for policing places with random gunfire problems should be …","https://www.uc.edu/content/dam/uc/ccjr/docs/articles/frank_articles/technological_approaches.pdf","https://scholar.google.com/scholar?q=related:EFFP3598pWYJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
12,"RC Lumb","Community attitudes regarding police responsibility for crime control",1996,"The Police Journal","journals.sagepub.com","https://journals.sagepub.com/doi/pdf/10.1177/0032258X9606900407","https://scholar.google.com/scholar?cites=14803032467389131948&as_sdt=2005&sciodt=0,5&hl=en",397,"2021-09-29 11:06:12","","10.1177/0032258X9606900407","","",,,,,12,0.48,12,1,25,"… Geller, WA, and Karales, KJ (1981) Split-Second Decisions: Shooting ofand by Chicago Police, Chicago: Chicago Law Enforcement. Goldstein, Herman (1993) ""The New Policing: Confronting Complexity"", unpublished presentation to the Conference on Community …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/policejl69&section=57","https://scholar.google.com/scholar?q=related:rKxNaZnvbs0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
50,"C Harris","Police and soft technology: How information technology contributes to police decision making",2007,"The new technology of crime, law and …","Criminal Justice Press New York, NY","","https://scholar.google.com/scholar?cites=1519219651010343527&as_sdt=2005&sciodt=0,5&hl=en",398,"2021-09-29 11:06:12","CITATION","","","",,,,,50,3.57,50,1,14,"","","https://scholar.google.com/scholar?q=related:Z7JDMjlaFRUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
17,"AD Garza, CA Franklin","The effect of rape myth endorsement on police response to sexual assault survivors",2021,"Violence against women","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1077801220911460","https://scholar.google.com/scholar?cites=7536008872505043005&as_sdt=2005&sciodt=0,5&hl=en",399,"2021-09-29 11:06:12","","10.1177/1077801220911460","","",,,,,17,17.00,9,2,1,"The current study used a purposive sample of 517 surveys administered to police officers at one of the five largest and most diverse US cities to assess police adherence to rape myths, while cons...","https://journals.sagepub.com/doi/pdf/10.1177/1077801220911460","https://scholar.google.com/scholar?q=related:PejaXSRIlWgJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
31,"M Madan, MK Nalla","Exploring citizen satisfaction with police in India: The role of procedural justice, police performance, professionalism, and integrity",2015,"Policing: An International Journal of Police …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/PIJPSM-06-2014-0063/full/html","https://scholar.google.com/scholar?cites=8039744712715296953&as_sdt=2005&sciodt=0,5&hl=en",400,"2021-09-29 11:06:12","","10.1108/PIJPSM-06-2014-0063","","",,,,,31,5.17,16,2,6,"… 88 PIJPSM 38,1 Page 4. (3) higher levels of perceived corruption with the law enforcement agents result in lower … Procedural justice perspective asserts that police fairness to citizens is a vital characteristic in determining the attitude toward policing (Sunshine and Tyler, 2003) …","https://www.emerald.com/insight/content/doi/10.1108/PIJPSM-06-2014-0063/full/pdf","https://scholar.google.com/scholar?q=related:uWA4Rjjpkm8J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
34,"CW Telep, D Weisburd","Policing",2016,"What works in crime prevention and rehabilitation","Springer","https://link.springer.com/chapter/10.1007/978-1-4939-3477-5_5","https://scholar.google.com/scholar?cites=1842106022977590486&as_sdt=2005&sciodt=0,5&hl=en",401,"2021-09-29 11:06:12","","10.1007/978-1-4939-3477-5_5","","",,,,,34,6.80,17,2,5,"… Blais & Dupont (2005). Intensive police programs to prevent traffic accidents. Generally geographic areas not receiving the police program; some before/after studies … Mazerolle et al. (2007). Drug law enforcement. Geographic areas receiving “standard model” of policing …","","https://scholar.google.com/scholar?q=related:1tQvAqt5kBkJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
3,"K McCann","Policing and the mentally ill: A review of issues related to mental health apprehensions by police in British Columbia",2014,"","publicsafety.gc.ca","https://www.publicsafety.gc.ca/lbrr/archives/cnmcs-plcng/cn000042501465-eng.pdf","https://scholar.google.com/scholar?cites=3969496858040923713&as_sdt=2005&sciodt=0,5&hl=en",402,"2021-09-29 11:06:12","BOOK","","","",,,,,3,0.43,3,1,7,"… More research into the areas highlighted by the recommendations outlined here will assist policy makers and front line workers in health and law enforcement to better … Current trends in policing and the mentally ill in Europe: A review of the literature … Police Practice and Research …","https://www.publicsafety.gc.ca/lbrr/archives/cnmcs-plcng/cn000042501465-eng.pdf","https://scholar.google.com/scholar?q=related:QfaOcFx8FjcJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
8,"PH Ephross, P French","Social service and the police",1972,"Psychiatric Services","Am Psychiatric Assoc","https://ps.psychiatryonline.org/doi/pdf/10.1176/ps.23.2.61","https://scholar.google.com/scholar?cites=7027298282889984727&as_sdt=2005&sciodt=0,5&hl=en",403,"2021-09-29 11:06:12","PDF","10.1176/ps.23.2.61","","",,,,,8,0.16,4,2,49,"… submitted by all officers on motorized patrol duty who respond to calls for assistance relayed by police radio; in the reports they describe the situations they were called on to handle, and how they handled them. The analysis showed that the personal and …","https://ps.psychiatryonline.org/doi/pdf/10.1176/ps.23.2.61","https://scholar.google.com/scholar?q=related:17peWo76hWEJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
229,"M Desmond, N Valdez","Unpolicing the urban poor: Consequences of third-party policing for inner-city women",2013,"American sociological review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0003122412470829","https://scholar.google.com/scholar?cites=1405118805942769731&as_sdt=2005&sciodt=0,5&hl=en",404,"2021-09-29 11:06:12","","10.1177/0003122412470829","","",,,,,229,28.63,115,2,8,"Recent decades have witnessed a double movement within the field of crime control characterized by the prison boom and intensive policing, on the one hand, and widespread implementation of new appr...","https://journals.sagepub.com/doi/pdf/10.1177/0003122412470829","https://scholar.google.com/scholar?q=related:Q5hw_xv8fxMJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
